id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
361,3,2/19/2017,200, Bed was too soft bathroom a wee bit small for manoeuvring in , Location for tube and central London plus some nice restaurants close by too Staff were very pleasant Breakfast was fresh and plentiful choice too ,8.8, Leisure trip,2,4,6
363,3,1/15/2017,200, I had to ask at breakfast all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea, Very good location for tube station and getting around all the sights and shows we had pre booked,8.3, Leisure trip,2,4,3
364,3,01/03/2017,200, Temperature in the room was difficult to regulate , The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,10, Business trip,4,4,1
365,3,12/10/2016,200, room wasn t ready was upgraded but had to pay for a drink while we waited, overallthe hotel was worth themoney and really handy for the tube good local pub for a great breakfast,7.5, Leisure trip,3,4,1
366,3,12/03/2016,200, Weird atmosphere in reception many eastern European staff Room Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall, Location near Earls Court Tube stop,5, Leisure trip,2,4,1
367,3,11/16/2016,200, Saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of rooms was not happening, Wonderful bed Impeccably clean room Staff are very helpful and polite,9.2, Leisure trip,2,3,2
368,3,11/05/2016,200, Noise from other rooms eg talking late at night airless corridors smelled a bit institutional, Very comfortable beds well lit room bathroom compact but worked well the staff were all polite and helpful good gardens and quiet location,8.3, Leisure trip,2,4,2
369,3,10/24/2016,200, There is no proper air conditioning it s set to heating in October so the room can get too hot to have a comfortable temperature to sleep Air con at this time of the year is opening the windows , Location excellent Staff very helpful ,9.6, Leisure trip,2,4,2
370,3,9/27/2016,200, Nothing could have been better honestly and I m very critical and picky , I love everything about this hotel it s in a perfect location round the corner from the tube but in a quiet street The breakfast caters for all tastes and is plentiful and delicious The rooms and beds are comfortable and very clean the staff can t do enough for you The whole feel of the hotel is up to and excelling in some cases the standard of an expensive West End hotel but with a cosy feel to it It s my favourite hotel in London and I ve stayed in quite a few ,10, Leisure trip,1,3,1
371,3,8/18/2016,200, The bathroom was cramped It was hard for someone adult sized to go to the toilet or use the shower easily The shower spilled water out all over the floor There was nowhere to put your dry clothes the sink area vanity splashed so it was wet and the hook behind the door was tiny and things fell off it Water from the shower would have reached it anyway as there was no door screen to the shower in that direction The breakfast was very disappointing It was lukewarm and the eggs tasted highly of vinegar We had to ask for extra teabags as the tea brought to us was very weak and not brewing well I also felt that the sausages were not entirely cooked The bacon was quite watery The selection of food was on the small side and in all it could have been cooked served better , The beds and decor were nice It was an easy walk from the tube station and there were plenty of food establishments still open around it late at night We chose this hotel because three adults could stay in the one room in three separate beds which is a rare thing to find in accommodation Extra pillows and a toothbrush set were brought promptly on request ,7.5, Leisure trip,4,5,1
372,3,08/04/2016,200, Nothing really A lower price is always good of course , Excellent location quiet but easy access to transport Quiet room plenty big enough very clean with attractive garden views Very good breakfast Friendly and helpful staff Would be very happy to stay there again ,9.6, Leisure trip,2,4,1
373,3,07/07/2016,200, the room was a little small and the shower ran hot and cold , It is a smart comfortable hotel and our room was quiet which was something I specifically asked for but ,9.2, Leisure trip,5,3,3
374,3,07/02/2016,200, Fire alarm and semi evacuation at 2 am little or no direction by staff Reason for alarm a guest had caused an electrical short was announced by Fire officer for benefit of those near enough to hear No subsequent acknowledgement or customer relations gesture by hotel e g perhaps a small discount on checkout other than being told somewhat curtly that it wasn t the fault of the hotel Some guests noticed from the street that a number of bedrooms had remained occupied throughout the incident , Convenient location for our purpose Clean and comfortable rooms,6.7, Leisure trip,2,1,2
375,3,5/18/2016,200, Wifi is so weak and slow at night heating is weak although it is coming from a controllable central air conditioning bath is a bit small hotel overall is a bit dated breakfast is expensive, Good range of foods and drinks for the breakfast location is just next to Earl s court station compact but clean equipment fully provided room friendly staffs,8.3, Leisure trip,2,4,3
376,3,5/18/2016,200, Not keen on the steps up to the front door is there an alternative entrance for mobility impaired , Excellent staff breakfast was great with a good choice Room very comfortable Location is brilliant and there is very little street noise ,10, Leisure trip,2,3,3
377,3,5/16/2016,200,No Negative, the staff were very helpful with directions and very welcoming The bar area was welcoming as a lone female on business I didn t feel overwhelmed eating drinking there The location to the tube was excellent,10, Business trip,1,4,2
379,3,04/05/2016,200,No Negative, Reception area appealing Check in and out quick Bedroom good size nice and light lovely view of hotel garden Bed extremely comfortable and experienced a good few nights sleep Did not experience any noise disturbance Excellent choices for breakfast very enjoyable Staff very helpful providing us with information and travel advice ,10, Leisure trip,3,3,2
380,3,04/05/2016,200, Breakfast used to include a better selection ie smoked salmon more fruit selection champagne Now more English breakfast which means the cost is pricey at 15 pounds Wait staff not very friendly had to ask for coffee after they passed my table several times , Location very convenient walking distance to tube station room clean and comfortable size staff very friendly in hotel ,9.2, Leisure trip,1,4,2
381,3,04/01/2016,200, No negatives , Quiet position but close to tube station only two stops to major museums Staff friendly and efficient Room very clean and comfortable Excellent breakfast ,9.5, Leisure trip,4,3,1
382,3,3/22/2016,200, Nothing, Great location Excellent friendly efficient staff Clean comfy bedrooms Hotel car parking at reasonable rates what more could you ask ,10, Leisure trip,2,4,2
383,3,3/18/2016,200, Bathroom a bit small, Brilliant location Hotel comfortable and clean Staff very friendly and helpful Lovely view over London from our 5th floor room Breakfast excellent Lovely garden Wouldn t hesitate to stay here again and recommend it Very good value for money ,10, Leisure trip,4,3,1
